pl.p,IBRA,IBRAsub,planting,age,establishment,aridity.index,carbon,clay,elevation.relief,elevation,nitrogen,phosphorus,ph,prec.annual,prec.season,prescott,sand,silt,slope,soil.depth,solar.annual,tmax.annual,tmin.annual,TWI,tot.ag.mass,biomass.area,plant.count,density,rare.rich,rare.rich.se,alpha,SLA.cwm,WD.cwm,SM.cwm,MH.cwm,MH.FRr,SLA.FRr,SM.FRr,WD.FRr,SLA.FEs,WD.FEs,SM.FEs,MH.FEs,MH.FDs,SLA.FDs,SM.FDs,WD.FDs,FRv,FEm,FDm,log.age,log.aridity.index,log.prec.annual,log.prescott,log.density,best.cluster,mass.per.year
589,NCP,NCP03,236,15,DS,0.4380952418,1.8297644854,14.3202441533,9.0435638428,28,0.0789392479,0.0142586688,6.1542550723,552,45,0.6513337493,82.0494817098,2.8220502536,1.3307673931,0.9263968468,16.3572354546,21.1583333333,8.875,9.0104503632,1617.150313,107810.020866667,70,4666.6666666667,1.9999442461,0.0074666437,2,1.6244142095,1.3187935371,-0.8619082408,-0.2250559512,1.7343724578,0.0283335036,3.0183055865,0.1672722089,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,2.7080502011,-0.8253189452,6.3135480463,-0.4287330964,8.4482003199,6,1.972320411
590,NCP,NCP03,236,15,DS,0.4380952418,1.8297644854,14.3202441533,9.0435638428,28,0.0789392479,0.0142586688,6.1542550723,552,45,0.6513337493,82.0494817098,2.8220502536,1.3307673931,0.9263968468,16.3572354546,21.1583333333,8.875,9.0104503632,2295.348853,153023.256866667,59,3933.3333333333,2.5084282194,0.4999624985,3,1.6383273285,1.323148406,-0.8666311763,-0.2275714437,1.935827746,0.2751516625,3.0183055865,0.2081541338,0.0501690065,0.4634348252,0.506118824,0.6826748757,0,0,0,0,3.4308312428,0.4539557462,0.9979944446,2.7080502011,-0.8253189452,6.3135480463,-0.4287330964,8.2772425218,6,2.3225397144
591,NCP,NCP03,236,15,DS,0.4380952418,1.8297644854,14.3202441533,9.0435638428,28,0.0789392479,0.0142586688,6.1542550723,552,45,0.6513337493,82.0494817098,2.8220502536,1.3307673931,0.9263968468,16.3572354546,21.1583333333,8.875,9.0104503632,1858.588753,123905.916866667,100,6666.6666666667,2.812117949,0.673706526,4,1.8128932405,1.3273729873,-0.5709759521,-0.2133935276,1.935827746,0.2751516625,3.0183055865,0.2081541338,0.058249771,0.3159583416,0.0912911091,0.6060156552,0.8959332572,0.102974132,1,0.8035978235,1.5914699115,0.7715937846,0.5796592091,2.7080502011,-0.8253189452,6.3135480463,-0.4287330964,8.8048752639,6,2.1114723416
592,NCP,NCP03,237,25,DS,0.4369547963,1.6850657463,16.4006919861,13.074306488,30,0.0748293102,0.0151106939,6.4269363085,551,46,0.6369544268,79.255549113,3.8475805124,0.9218192697,0.9146823883,16.3872287576,21.1833333333,8.875,7.7062826157,8650.652341,144177.539016667,73,1216.6666666667,3.9743901569,0.1582868872,4,2.6581664899,1.2760968385,0.3775827755,-0.1720044353,1.2781749548,0.2954702716,3.8018563781,0.2354482544,0.5654395785,0.8518168284,0.4296311829,0.5939386687,0.5756986749,0.6785084903,0.6423544393,0.5999962704,0.5977093535,0.688879634,0.9112757527,3.2188758249,-0.8279255302,6.3117348092,-0.4510571695,7.1038701579,6,1.7521696251
593,NCP,NCP03,237,25,DS,0.4369547963,1.6850657463,16.4006919861,13.074306488,30,0.0748293102,0.0151106939,6.4269363085,551,46,0.6369544268,79.255549113,3.8475805124,0.9218192697,0.9146823883,16.3872287576,21.1833333333,8.875,7.7062826157,9817.822006,163630.366766667,79,1316.6666666667,2.998994374,0.031695664,3,2.5348270093,1.3398351223,-0.0198147082,-0.2645326167,1.4518850483,0.3489414458,3.7005222851,0.0444875116,0.3367163289,0.6993251983,0.5997525403,0.427437531,0.8803554774,0.4233808783,0.903366258,0.7450640494,2.780384098,0.6362783016,0.9069436439,3.2188758249,-0.8279255302,6.3117348092,-0.4510571695,7.1828585692,6,1.878734198
594,NCP,NCP03,237,25,DS,0.4369547963,1.6850657463,16.4006919861,13.074306488,30,0.0748293102,0.0151106939,6.4269363085,551,46,0.6369544268,79.255549113,3.8475805124,0.9218192697,0.9146823883,16.3872287576,21.1833333333,8.875,7.7062826157,4928.655523,82144.2587166667,67,1116.6666666667,2.1465400271,0.6704163434,3,2.9404807276,1.3444024132,1.4143310506,-0.1007641238,1.1679769829,0.9162996507,5.0213718553,0.1955984128,0.4977888376,0.2113944191,0.4913668344,0.175900371,0,0,0,0,3.4629219316,0.0868190812,0.9921711577,3.2188758249,-0.8279255302,6.3117348092,-0.4510571695,7.0181033362,6,1.1896011294
595,NCP,NCP03,238,12,DS,0.4494023919,1.7799035311,14.2618033091,25.97914505,30,0.0666348996,0.0126951374,6.2599922816,564,45,0.6455020308,81.3614654541,3.0252106984,1.2083836794,0.9204447269,16.2885678898,21.05,8.7333333333,10.5560731888,2398.375106,119918.7553,80,4000,3.3606309955,0.4971024089,4,2.5961352794,2.3300506207,2.2968427199,-0.3573728519,0.8830012721,1.5241849512,1.5905016046,0.382934865,0.674342557,0.3595141057,0.7470782568,0.5584305487,0,0.8412014109,0.1688340545,0.0872253664,1.4817117623,0.5669425186,0.9528282422,2.4849066498,-0.7998365968,6.3350542515,-0.4377269225,8.2940496401,6,2.3019078245
596,NCP,NCP03,238,12,DS,0.4494023919,1.7799035311,14.2618033091,25.97914505,30,0.0666348996,0.0126951374,6.2599922816,564,45,0.6455020308,81.3614654541,3.0252106984,1.2083836794,0.9204447269,16.2885678898,21.05,8.7333333333,10.5560731888,1635.49084,81774.542,66,3300,4.3911485087,0.6501444795,5,2.273812178,1.4999564607,2.3263593888,-0.4049355657,1.7299273097,1.5241849512,2.3211975638,0.382934865,0.2272475165,0.5210212656,0.3808521999,0.3189688778,0.1000811593,0.1766243332,0.6852073384,0.507139161,0.5887901384,0.2614108661,0.8592881991,2.4849066498,-0.7998365968,6.3350542515,-0.4377269225,8.1016777475,6,1.9190593229
597,NCP,NCP03,238,12,DS,0.4494023919,1.7799035311,14.2618033091,25.97914505,30,0.0666348996,0.0126951374,6.2599922816,564,45,0.6455020308,81.3614654541,3.0252106984,1.2083836794,0.9204447269,16.2885678898,21.05,8.7333333333,10.5560731888,1947.009032,97350.4516,109,5450,1.99999973,0.0005196551,2,2.7183451606,2.2418189898,2.2191302412,-0.3065497108,0.4069185967,1.3636557242,1.0741233386,0.3223401345,NA,NA,NA,NA,1,1,1,1,2.8284271247,0,0,2.4849066498,-0.7998365968,6.3350542515,-0.4377269225,8.6033708877,6,2.093410721
598,MDD,MDD02,239,18,DS,0.2774566412,1.3814083338,19.7418381373,7.0544052124,93,0.0595082814,0.0227076175,6.8298344612,384,31,0.4084282219,72.706741333,3.9432451725,0.8515620828,0.989634037,18.1104917995,22.65,8.7916666667,9.1324834824,611.833211,42488.4174305556,40,2777.7777777778,5.8846153846,0.8732337259,7,2.0244618603,1.3237375773,-0.4065654909,-0.1626073465,1.8971199849,0.4391462857,5.0742756971,0.6709717314,0.4734706836,0.4567724292,0.6986217439,0.4207168905,0,0,0,0,1.538017707,0.4663385953,0.6093093001,2.8903717579,-1.2820906059,5.9506425526,-0.8954390914,7.9294065265,6,0.8588597498
599,MDD,MDD02,239,18,DS,0.2774566412,1.3814083338,19.7418381373,7.0544052124,93,0.0595082814,0.0227076175,6.8298344612,384,31,0.4084282219,72.706741333,3.9432451725,0.8515620828,0.989634037,18.1104917995,22.65,8.7916666667,9.1324834824,6232.033787,432780.124097222,81,5625,4.4962679989,0.7945758461,6,1.3953413327,1.0378870692,2.1852389084,-0.1866488918,1.1526795099,0.9661822196,4.1082395155,0.3048394528,0.6508338579,0.3666379633,0.3912525535,0.6650734799,0.4431636195,0.1910901204,0.092690823,0.0902631517,1.230408013,0.4351306701,0.7584680691,2.8903717579,-1.2820906059,5.9506425526,-0.8954390914,8.6349762271,6,3.1798580446
600,MDD,MDD02,239,18,DS,0.2774566412,1.3814083338,19.7418381373,7.0544052124,93,0.0595082814,0.0227076175,6.8298344612,384,31,0.4084282219,72.706741333,3.9432451725,0.8515620828,0.989634037,18.1104917995,22.65,8.7916666667,9.1324834824,2014.618032,139904.03,47,3263.8888888889,6.4857659061,0.5954742244,7,1.7281227838,1.2408941574,0.9581063292,-0.1500949484,0.980829253,0.8337196464,4.2582829983,0.4936720736,0.712164397,0.2607341665,0.5556819753,0.5150307189,0.7066950526,0.4123420011,0.8284631918,0.0207044001,1.5465879316,0.7745461158,0.8480549405,2.8903717579,-1.2820906059,5.9506425526,-0.8954390914,8.0906746741,6,2.0505849297
601,BBS,BBS27,240,9,TS,0.4407939911,2.5096735954,21.6718521118,13.4184875488,280,0.0739865005,0.02538789,5.2111736933,644,18,0.5414097309,63.458471934,9.3383572896,1.3376635313,0.8890455961,18.9704299193,23.95,10.2583333333,10.9987430573,1504.238328,24067.813248,51,816,5.225210084,0.9952892554,7,2.7022847761,0.8607902432,0.4932712361,-0.1610661082,1.284015512,1.8934835994,5.0669630037,0.3419278107,0.4390359992,0.4922270217,0.2397322535,0.3414083749,0,0,0,0,0.557122927,0.6118441642,0.731265138,2.1972245773,-0.8191776531,6.4676987261,-0.6135789284,6.704414355,1,0.9836508206
602,BBS,BBS27,240,9,TS,0.4407939911,2.5096735954,21.6718521118,13.4184875488,280,0.0739865005,0.02538789,5.2111736933,644,18,0.5414097309,63.458471934,9.3383572896,1.3376635313,0.8890455961,18.9704299193,23.95,10.2583333333,10.9987430573,1893.817234,50501.7929066667,38,1013.3333333333,6.3617827946,0.6896098335,7,2.7248662686,1.2498693377,1.3576822478,-0.2197364719,2.3826278007,1.7688942132,5.2606002026,0.4586599857,0.7995697917,0.6238585837,0.3631309159,0.4470791694,0.1600759546,0.7048504625,0.0318118474,0.3357674039,1.4466091502,0.5931630541,0.875841285,2.1972245773,-0.8191776531,6.4676987261,-0.6135789284,6.9210005057,1,1.7247842614
603,BBS,BBS27,240,9,TS,0.4407939911,2.5096735954,21.6718521118,13.4184875488,280,0.0739865005,0.02538789,5.2111736933,644,18,0.5414097309,63.458471934,9.3383572896,1.3376635313,0.8890455961,18.9704299193,23.95,10.2583333333,10.9987430573,5641.306949,90260.911184,122,1952,2.5223323024,0.5386640914,3,3.1269378493,2.2115848376,0.375545217,-0.270627206,0.5259826483,1.7688942132,0.8197467621,0.2442730286,0.121221005,0.1435323853,0.4612884053,0.3935241264,0,0,0,0,3.1567652495,0.8685651801,0.7860063189,2.1972245773,-0.8191776531,6.4676987261,-0.6135789284,7.576609767,1,2.3054799121
604,NCP,NCP04,241,6,DS,0.3767334223,1.0472501516,9.5190842946,1.27085495,26,0.0729509704,0.0140363527,6.7360943158,489,40,0.5274384022,87.851331075,2.3743700981,0.0819667876,1.0262069702,17.0957986019,21.75,9.1333333333,11.5988121033,1315.168756,32879.2189,48,1200,8.1393382474,0.7739881678,9,2.0155678753,1.6067934515,2.879982959,-0.3506188882,1.7953130717,1.2490724579,2.5368350309,0.5085456979,0.5445357712,0.4926606954,0.4800589405,0.3907687383,0.1583665019,0.3038902626,0.0803375754,0.3794643906,3.2325502572,0.6167842636,0.8045000838,1.7917594692,-0.9762174444,6.1923624895,-0.6397231936,7.0900768358,6,1.7010813446
605,NCP,NCP04,241,6,DS,0.3767334223,1.0472501516,9.5190842946,1.27085495,26,0.0729509704,0.0140363527,6.7360943158,489,40,0.5274384022,87.851331075,2.3743700981,0.0819667876,1.0262069702,17.0957986019,21.75,9.1333333333,11.5988121033,1294.457948,32361.4487,38,950,7.3541963016,0.6926681174,8,1.8495971204,1.5143618027,3.0053759514,-0.3191313118,1.7953130717,1.0245616599,2.5368350309,0.5085456979,0.4616658796,0.4909328061,0.5539960019,0.4589340974,0.3998410107,0.0987297139,0.1549738614,0.5479164778,4.1089911268,0.7130437596,0.7702343981,1.7917594692,-0.9762174444,6.1923624895,-0.6397231936,6.8564619846,6,1.6852083902
606,NCP,NCP04,241,6,DS,0.3767334223,1.0472501516,9.5190842946,1.27085495,26,0.0729509704,0.0140363527,6.7360943158,489,40,0.5274384022,87.851331075,2.3743700981,0.0819667876,1.0262069702,17.0957986019,21.75,9.1333333333,11.5988121033,2593.40279,64835.06975,51,1275,7.7428540334,1.1061662107,10,1.901825299,1.5363895927,2.8980516518,-0.318758844,1.8885231377,1.2490724579,3.1023518646,0.5085456979,0.5355954245,0.2930491375,0.5405472638,0.3899248579,0.1505501549,0.030788198,0.0620047312,0.5673406462,4.9428271608,0.676567938,0.8764214879,1.7917594692,-0.9762174444,6.1923624895,-0.6397231936,7.1507014576,6,2.3800871876
607,NCP,NCP04,241,6,DS,0.3767334223,1.0472501516,9.5190842946,1.27085495,26,0.0729509704,0.0140363527,6.7360943158,489,40,0.5274384022,87.851331075,2.3743700981,0.0819667876,1.0262069702,17.0957986019,21.75,9.1333333333,11.5988121033,1099.841332,27496.0333,31,775,6,0,6,1.9158066142,1.6254792666,2.9545817244,-0.2736271249,1.8885231377,0.8162754425,2.5638982315,0.5085456979,0.4786789636,0.5557297612,0.5739459591,0.4410280487,0.370549125,0.645662483,0.1041860842,0.8999650757,1.2346383717,0.6810717415,0.859166585,1.7917594692,-0.9762174444,6.1923624895,-0.6397231936,6.6528630294,6,1.5222822814
608,SEH,SEH09,242,23,TS,0.7636837363,3.5981888771,20.2450065613,21.2604370117,954,0.1459262495,0.0310452562,4.8565222422,879,10,0.9112917781,47.9737370809,16.9248517354,1.1336255074,0.8834716082,17.5466203308,17.425,5.0833333333,8.1527099609,16034.905618,320698.11236,31,620,3.935483871,0.2456701002,4,3.7139347657,1.8301346284,0.6786180021,-0.4249398395,1.531476371,0.4649499403,3.8113334625,0.0737496963,0.5573282578,0.4150114225,0.0872203222,0.2729782108,0,0,0,0,2.5346021306,0.559036373,0.9879945272,3.1354942159,-0.2696015332,6.7787848977,-0.0928921497,6.429719478,4,2.6350060048
609,SEH,SEH09,243,9,TS,0.7604166865,3.7332854271,20.3620808919,8.2584838867,952,0.1296639914,0.0289742704,4.7724196116,876,9,0.9067292213,52.5760231018,17.3174629211,0.8216044903,0.8800746799,17.8768261433,17.4416666667,5.1166666667,7.3192920685,3008.824693,128582.251837607,34,1452.9914529915,7.763368984,0.4496661602,8,3.0809026279,1.9135914434,1.5195890473,-0.4190254222,1.7546199223,0.9638247487,2.5021153749,0.2349351826,0.4941836776,0.6619274693,0.630329113,0.444289947,0.6062078031,0.2304495401,0.4002427793,0.5993926585,2.7838968895,0.7668165569,0.830492329,2.1972245773,-0.2738887242,6.7753660909,-0.0979114166,7.2813797812,4,2.6593442143
610,SEH,SEH09,243,9,TS,0.7604166865,3.7332854271,20.3620808919,8.2584838867,952,0.1296639914,0.0289742704,4.7724196116,876,9,0.9067292213,52.5760231018,17.3174629211,0.8216044903,0.8800746799,17.8768261433,17.4416666667,5.1166666667,7.3192920685,7680.476701,328225.500042735,65,2777.7777777778,8.5509369374,0.9255849588,10,3.0582221435,1.9619687178,1.5567507334,-0.4336078871,1.7546199223,1.6488591071,2.5021153749,0.2349351826,0.4505808523,0.571972193,0.50626875,0.6036048472,0.467896518,0.1347070645,0.3402163616,0.0568689619,4.2426905827,0.7010711656,0.8181037329,2.1972245773,-0.2738887242,6.7753660909,-0.0979114166,7.9294065265,4,3.596476295
611,SEQ,SEQ01,244,9,TS,0.6201702952,2.1608777046,22.0876324972,16.3333816528,62,0.094824103,0.0402170147,5.3535475731,947,56,0.7766876221,50.1280428569,14.7238651911,0.4930437803,1.1416534185,19.4248663663,27.5,16.4583333333,11.1234703064,20155.874458,21216.7099557895,358,376.8421052632,4.4235097996,0.7557242137,6,3.5931901674,1.9066241095,0.8141067207,-0.1275575538,1.293584963,1.3976305149,3.0638899283,0.436450148,0.5330639421,0.1800566111,0.4261458721,0.4814728842,0.2297889447,0.3054302425,0.5076795504,0.2609689011,1.5985850938,0.6582111381,0.9586491017,2.1972245773,-0.4777611689,6.8532990932,-0.2527170402,5.9318262808,8,0.8575644993
612,SEQ,SEQ01,244,9,TS,0.6201702952,2.1608777046,22.0876324972,16.3333816528,62,0.094824103,0.0402170147,5.3535475731,947,56,0.7766876221,50.1280428569,14.7238651911,0.4930437803,1.1416534185,19.4248663663,27.5,16.4583333333,11.1234703064,20068.540079,17603.9825254386,392,343.8596491228,5.1629145169,0.6452701396,6,3.4955855382,1.8166278284,0.8800987654,-0.1476852699,1.293584963,1.3976305149,3.0638899283,0.436450148,0.5132909855,0.326906246,0.5084668805,0.5770306522,0.4326084517,0.0821585402,0.5076795504,0,1.5985850938,0.7509181937,0.9149269931,2.1972245773,-0.4777611689,6.8532990932,-0.2527170402,5.8402335774,8,0.670900579
613,SEQ,SEQ01,244,9,TS,0.6201702952,2.1608777046,22.0876324972,16.3333816528,62,0.094824103,0.0402170147,5.3535475731,947,56,0.7766876221,50.1280428569,14.7238651911,0.4930437803,1.1416534185,19.4248663663,27.5,16.4583333333,11.1234703064,38842.412943,13302.1962133562,1169,400.3424657534,6.8407091858,0.7734926768,8,3.4702159366,1.9705439731,0.9119939827,-0.1161413408,1.293584963,1.3976305149,3.4020005024,0.4541587763,0.5435158092,0.3691181919,0.5692602977,0.4644933577,0.2916655975,0.4385211415,0.4572234073,0.2507931619,4.0963323093,0.6181932562,0.8163330378,2.1972245773,-0.4777611689,6.8532990932,-0.2527170402,5.9923203452,8,0.3907045731
614,SEQ,SEQ01,244,9,TS,0.6201702952,2.1608777046,22.0876324972,16.3333816528,62,0.094824103,0.0402170147,5.3535475731,947,56,0.7766876221,50.1280428569,14.7238651911,0.4930437803,1.1416534185,19.4248663663,27.5,16.4583333333,11.1234703064,25328.590069,21464.9068381356,344,291.5254237288,5.2499638986,0.8221134068,7,3.5731211421,1.8570057007,0.7752837478,-0.1306828875,1.293584963,1.3976305149,3.4020005024,0.436450148,0.5215280472,0.3517397425,0.5013883858,0.4410706513,0.2297889447,0.0821585402,0.2148224324,0.2609689011,3.2975890096,0.6382124776,0.8172030004,2.1972245773,-0.4777611689,6.8532990932,-0.2527170402,5.6751272189,8,0.8691947842
615,SEQ,SEQ01,244,9,TS,0.6201702952,2.1608777046,22.0876324972,16.3333816528,62,0.094824103,0.0402170147,5.3535475731,947,56,0.7766876221,50.1280428569,14.7238651911,0.4930437803,1.1416534185,19.4248663663,27.5,16.4583333333,11.1234703064,18733.133329,16726.0119008929,378,337.5,6.0279735334,0.9105352593,8,3.5685864066,1.8978784257,0.4849800717,-0.1171295734,1.293584963,1.3976305149,3.4020005024,0.4541587763,0.2777578894,0.3522361999,0.3892330534,0.4173647104,0.2761964343,0.4385211415,0,0.2507931619,4.0963323093,0.5563723002,0.8709838288,2.1972245773,-0.4777611689,6.8532990932,-0.2527170402,5.8215655103,8,0.6197405291
616,SEQ,SEQ01,244,9,TS,0.6201702952,2.1608777046,22.0876324972,16.3333816528,62,0.094824103,0.0402170147,5.3535475731,947,56,0.7766876221,50.1280428569,14.7238651911,0.4930437803,1.1416534185,19.4248663663,27.5,16.4583333333,11.1234703064,18170.762132,14085.8621178295,260,201.5503875969,6.0924414343,0.9663858411,8,3.5901665072,1.7962666979,0.418680347,-0.1219199304,1.293584963,1.3976305149,3.4020005024,0.4541587763,0.3308381299,0.3242323279,0.4654199365,0.4512514223,0.2297889447,0.0676222032,0,0.2507931619,4.0963323093,0.6414253065,0.8847732991,2.1972245773,-0.4777611689,6.8532990932,-0.2527170402,5.3060394126,8,0.4479470303
617,NSS,NSS01,245,13,TS,0.5014472008,3.3288147449,17.1798194249,46.4136047363,498,0.1256487519,0.0238693456,5.4084809621,693,23,0.6951488853,58.872748057,16.5641174316,2.6276957989,0.7844110131,19.4935658037,22.3666666667,8.8083333333,7.5970358849,3651.817419,13911.6854057143,47,179.0476190476,3.957754172,0.2011681636,4,3.273900654,1.552510843,-0.2922458042,-0.0683580196,0.3677247801,0.2678024406,1.4469697646,0.3180166032,0.7243584335,0.7996448968,0.5048801079,0.4891402409,0.9293616101,0.5429025881,0.044199302,0.8566444348,0.6222318435,0.9788056782,0.8843596979,2.5649493575,-0.6902569597,6.5410299992,-0.363629233,5.1876517987,2,0.0677798062
618,NSS,NSS01,245,13,TS,0.5014472008,3.3288147449,17.1798194249,46.4136047363,498,0.1256487519,0.0238693456,5.4084809621,693,23,0.6951488853,58.872748057,16.5641174316,2.6276957989,0.7844110131,19.4935658037,22.3666666667,8.8083333333,7.5970358849,4848.338559,18469.8611771429,53,201.9047619048,1.9984095491,0.039848731,2,3.046047774,1.5522402776,-0.0122398034,-0.2134289006,0.5108256238,0.6994290699,3.3831949899,0.1334837561,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,2.5649493575,-0.6902569597,6.5410299992,-0.363629233,5.3077961105,2,0.3511909206
619,NSS,NSS01,245,13,TS,0.5014472008,3.3288147449,17.1798194249,46.4136047363,498,0.1256487519,0.0238693456,5.4084809621,693,23,0.6951488853,58.872748057,16.5641174316,2.6276957989,0.7844110131,19.4935658037,22.3666666667,8.8083333333,7.5970358849,5701.431267,21719.73816,61,232.380952381,3.4917872389,0.4999440324,4,3.2739995091,1.5705503059,-0.2426150138,-0.0692200485,0.8785504039,0.6994290699,3.5111050971,0.4515003594,0.324671313,0.8850948905,0.1614686165,0.5207940024,0.3889922447,0.3828872034,0.2204760776,0.5024086886,0.4510595738,0.5734461086,0.6315213856,2.5649493575,-0.6902569597,6.5410299992,-0.363629233,5.4483780611,2,0.5132720823
620,NSS,NSS01,246,12,TS,0.4832262695,3.3311691284,30.4496949514,11.8521118164,451,0.1221312284,0.0332816672,5.5133600235,677,24,0.7033459544,50.2565905253,18.5176194509,0.792860508,0.9029787183,18.6364479693,22.65,9.025,11.5577316284,2920.981253,31240.4412085561,31,331.550802139,3,0,3,3.1343053316,1.8718484553,-0.1038145868,-0.2360524724,0.0460350496,0.912253833,0.7866522153,0.0891327543,0,0,0,0,1,1,1,1,3.4641016151,0,0,2.4849066498,-0.7272702682,6.5176712729,-0.3519063967,5.8037810472,5,0.9568067983
621,NSS,NSS01,246,12,TS,0.4832262695,3.3311691284,30.4496949514,11.8521118164,451,0.1221312284,0.0332816672,5.5133600235,677,24,0.7033459544,50.2565905253,18.5176194509,0.792860508,0.9029787183,18.6364479693,22.65,9.025,11.5577316284,5247.230243,56120.1095508021,34,363.6363636364,2,0,2,3.1297629738,1.7818347943,-0.1814349192,-0.2272575897,0.0460350496,0.912253833,0.7866522153,0.0891327543,NA,NA,NA,NA,1,1,1,1,2.8284271247,0,0,2.4849066498,-0.7272702682,6.5176712729,-0.3519063967,5.8961543673,5,1.5425875575
622,DRP,DRP04,247,5,TS,0.3841504455,2.0014538765,27.8376051585,5.2903594971,232,0.0873805235,0.0361102298,5.4433102608,572,20,0.5038909316,50.669834137,17.641819636,0.5639063716,1.0668808222,19.1781512999,24.6166666667,11.025,9.3669452667,1656.81763,9004.4436413044,30,163.0434782609,9,0,9,2.1854295395,1.5223714134,1.4852679916,-0.2243862744,2.7080502011,1.9846119185,4.2945327665,0.5966423728,0.4523525296,0.5360554905,0.5709729291,0.8040674774,0.5887194249,0.0805104375,0.7066458474,0.3768962401,1.7894589973,0.8334220905,0.8932781326,1.6094379124,-0.9567210181,6.3491389914,-0.6853954399,5.094016903,5,0.588280281
623,DRP,DRP04,247,5,TS,0.3841504455,2.0014538765,27.8376051585,5.2903594971,232,0.0873805235,0.0361102298,5.4433102608,572,20,0.5038909316,50.669834137,17.641819636,0.5639063716,1.0668808222,19.1781512999,24.6166666667,11.025,9.3669452667,2743.675161,14911.278048913,35,190.2173913043,9.9462345055,0.2269023743,10,2.091005395,1.7069318956,1.3685795213,-0.1855352802,2.7080502011,1.9846119185,4.2945327665,0.5966423728,0.3739491444,0.5434330423,0.6373919858,0.6266835781,0.5943161289,0.1802741322,0.7512729984,0.442823139,2.7604280214,0.8265277617,0.7959964682,1.6094379124,-0.9567210181,6.3491389914,-0.6853954399,5.2481675829,5,1.0926799302
624,DRP,DRP04,247,5,TS,0.3841504455,2.0014538765,27.8376051585,5.2903594971,232,0.0873805235,0.0361102298,5.4433102608,572,20,0.5038909316,50.669834137,17.641819636,0.5639063716,1.0668808222,19.1781512999,24.6166666667,11.025,9.3669452667,2254.174213,12250.9468097826,41,222.8260869565,9.5078609761,0.6137099043,10,1.9079770955,1.7660603849,1.7690514171,-0.207442239,2.7080502011,1.9846119185,4.2945327665,0.5966423728,0.4118088042,0.5312676781,0.6303872226,0.5596509709,0.932674233,0.2374764978,0.7288022426,0.2654237766,2.7604280214,0.7542721268,0.712561408,1.6094379124,-0.9567210181,6.3491389914,-0.6853954399,5.4063915881,5,0.8961653122
625,DRP,DRP04,247,5,TS,0.3841504455,2.0014538765,27.8376051585,5.2903594971,232,0.0873805235,0.0361102298,5.4433102608,572,20,0.5038909316,50.669834137,17.641819636,0.5639063716,1.0668808222,19.1781512999,24.6166666667,11.025,9.3669452667,2523.612064,13715.2829565217,45,244.5652173913,9.2082441184,0.7262030971,10,2.0893377377,1.7681223519,1.3132402617,-0.1936187912,2.7080502011,1.9846119185,4.2945327665,0.5966423728,0.3090093675,0.5862598128,0.6708148412,0.5045025047,0.7909365327,0.195248914,0.7512729984,0.3685081633,1.9626403526,0.6693245192,0.8240535998,1.6094379124,-0.9567210181,6.3491389914,-0.6853954399,5.4994820111,5,1.0090728429
626,BBS,BBS25,248,16,DS/TS,0.419921875,2.570299387,37.8379351298,42.1053161621,291,0.1586997112,0.0733348901,6.5575024287,645,34,0.5903283358,39.1995201111,14.9659366608,3.1659507751,0.9972032905,19.0493591484,25.1416666667,10.7833333333,9.4661340714,12091.964931,49154.3289878049,107,434.9593495935,10.0591839221,1.4624580516,16,2.5346509757,1.1010095219,1.7971304873,-0.1009839068,2.302585093,1.844919331,7.7164077425,1.0547002562,0.7037635216,0.2472545388,0.4971179541,0.5060957985,0.2887955392,0.6443460848,0.0805537389,0.295851864,10.0584033173,0.5948328823,0.6452933535,2.7725887222,-0.8676865969,6.4692503168,-0.5270763956,6.0752525775,5,1.1223761975
627,BBS,BBS25,248,16,DS/TS,0.419921875,2.570299387,37.8379351298,42.1053161621,291,0.1586997112,0.0733348901,6.5575024287,645,34,0.5903283358,39.1995201111,14.9659366608,3.1659507751,0.9972032905,19.0493591484,25.1416666667,10.7833333333,9.4661340714,12154.14925,49407.1107723577,81,329.2682926829,10.9843171852,1.2427583771,14,2.3864307912,1.4492155775,2.2290294141,-0.2391119441,2.302585093,1.844919331,6.110186991,1.0547002562,0.6246829194,0.409609318,0.5137740124,0.478743697,0.5026753592,0.4696771156,0.1401966426,0.1339055681,6.7619047756,0.6252984456,0.7258566455,2.7725887222,-0.8676865969,6.4692503168,-0.5270763956,5.7968728977,5,1.1275056344
628,BBS,BBS25,248,16,DS/TS,0.419921875,2.570299387,37.8379351298,42.1053161621,291,0.1586997112,0.0733348901,6.5575024287,645,34,0.5903283358,39.1995201111,14.9659366608,3.1659507751,0.9972032905,19.0493591484,25.1416666667,10.7833333333,9.4661340714,12498.439314,50806.6638780488,96,390.243902439,11.2689049659,1.5170933149,18,2.3988770247,1.4876861403,2.0544923218,-0.2367387197,2.3826278007,1.844919331,7.7164077425,1.0547002562,0.4686780853,0.574542568,0.484601643,0.5389215859,0.4857883335,0.3762467042,0.0911787157,0.2855820489,11.0771610499,0.5827597378,0.7019151383,2.7725887222,-0.8676865969,6.4692503168,-0.5270763956,5.9667719345,5,1.1554388024
